NCES,District,State,Public School Enrollment,Last verified,District reopening plan,Start date,Link
4900630,Nebo District,UT,"33,834",8/20/20,Full in-person reopening available for all students,8/19/20,"<a href=""http://www.nebo.edu/"" target=""_blank"">🔗</a>"
3605850,Buffalo City School District,NY,"33,756",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.buffaloschools.org/reopen"" target=""_blank"">🔗</a>"
1908970,Des Moines Independent Comm School District,IA,"33,623",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.dmschools.org/return-to-learn/"" target=""_blank"">🔗</a>"
4901140,Washington District,UT,"32,653",8/13/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://www.washk12.org/district/district-blog/415-2020-21-reopening-of-schools-plan"" target=""_blank"">🔗</a>"
0805370,St. Vrain Valley School District NO. Re1j,CO,"32,639",8/19/20,Remote learning only,8/18/20,"<a href=""http://www.svvsd.org/"" target=""_blank"">🔗</a>"
1303870,Muscogee County,GA,"31,859",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.muscogee.k12.ga.us/"" target=""_blank"">🔗</a>"
0802490,Boulder Valley School District,CO,"31,169",8/26/20,Remote learning only,8/26/20,"<a href=""https://www.bvsd.org/parents-students/academics/covid-19-reintroduction"" target=""_blank"">🔗</a>"
0405930,Paradise Valley Unified District,AZ,"31,105",8/5/20,Remote learning only,8/5/20,"<a href=""https://www.pvschools.net/reopening"" target=""_blank"">🔗</a>"
0626370,Mt. Diablo Unified,CA,"31,013",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.mdusd.org/reopen"" target=""_blank"">🔗</a>"
2200870,Lafayette Parish,LA,"30,897",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.lpssonline.com/home"" target=""_blank"">🔗</a>"
0603630,Bakersfield City,CA,"30,782",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.bcsd.com/"" target=""_blank"">🔗</a>"
0803990,Poudre School District R-1,CO,"30,463",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.psdschools.org/psd2020-21"" target=""_blank"">🔗</a>"
5102670,Norfolk City Pblc Schs,VA,"30,087",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.npsk12.com/"" target=""_blank"">🔗</a>"
1304020,Paulding County,GA,"29,962",8/4/20,Full in-person reopening available for all students,8/3/20,"<a href=""https://www.paulding.k12.ga.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=8&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=58268&PageID=1"" target=""_blank"">🔗</a>"
4704020,Sumner County,TN,"29,871",8/6/20,Hybrid/Partial,8/3/20,"<a href=""https://www.sumnerschools.org/"" target=""_blank"">🔗</a>"
1200030,Alachua,FL,"29,845",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://fl02219191.schoolwires.net/Page/30011"" target=""_blank"">🔗</a>"
0634590,San Jose Unified,CA,"29,762",8/14/20,Remote learning only,8/12/20,"<a href=""https://www.sjusd.org/who-we-are/covid-19-updates/covid-19-updates/18/"" target=""_blank"">🔗</a>"
1803630,Fort Wayne Community Schools,IN,"29,404",8/13/20,Hybrid/Partial,8/13/20,"<a href=""https://www.fortwayneschools.org/covid19"" target=""_blank"">🔗</a>"
5103660,Stafford Co Pblc Schs,VA,"29,270",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.staffordschools.net/Page/29896"" target=""_blank"">🔗</a>"
3407830,Jersey City Public Schools,NJ,"29,255",9/11/20,Remote learning only,9/10/20,"<a href=""https://www.jcboe.org/"" target=""_blank"">🔗</a>"
2732390,Rosemount-Apple Valley-Eagan,MN,"28,997",9/15/20,Hybrid/Partial,9/14/20,"<a href=""https://www.district196.org/about/restart2020"" target=""_blank"">🔗</a>"
3404590,Elizabeth Public Schools,NJ,"28,712",9/11/20,Remote learning only,9/11/20,"<a href=""https://www.epsnj.org/"" target=""_blank"">🔗</a>"
0611110,Desert Sands Unified,CA,"28,610",8/19/20,Remote learning only,8/19/20,"<a href=""https://www.dsusd.us/news/whats_new/bts_2020"" target=""_blank"">🔗</a>"
3624750,Rochester City School District,NY,"28,433",9/14/20,Remote learning only,9/14/20,"<a href=""https://www.rcsdk12.org/reopens"" target=""_blank"">🔗</a>"
1200090,Bay District Schools,FL,"28,129",8/20/20,Full in-person reopening available for all students,8/20/20,"<a href=""http://www.bay.k12.fl.us/school-reopening"" target=""_blank"">🔗</a>"
0632550,West Contra Costa Unified,CA,"28,121",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.wccusd.net/domain/3328"" target=""_blank"">🔗</a>"
2011640,Shawnee Mission Pub Sch,KS,"27,590",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.smsd.org/information-central/breaking-news"" target=""_blank"">🔗</a>"
3412690,Paterson Public School District,NJ,"27,601",9/8/20,Remote learning only,9/8/20,"<a href=""http://www.paterson.k12.nj.us/11_pages/Restart_Plan.php"" target=""_blank"">🔗</a>"
5100270,Arlington Co Pblc Schs,VA,"27,434",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.apsva.us/post/message-from-the-superintendent-proposed-change-to-start-of-school-year-and-reopening-plan/"" target=""_blank"">🔗</a>"
5303960,Kent School District,WA,"27,291",9/3/20,Remote learning only,9/3/20,"<a href=""https://www.kent.k12.wa.us/Page/12170"" target=""_blank"">🔗</a>"
1741690,Indian Prairie Cusd 204,IL,"27,264",9/3/20,Remote learning only,9/3/20,"<a href=""http://www.ipsd.org/"" target=""_blank"">🔗</a>"
2400270,Charles County Public Schools,MD,"27,108",8/31/20,Remote learning only,8/31/20,"<a href=""http://www.ccboe.com"" target=""_blank"">🔗</a>"
1302610,Hall County,GA,"27,057",8/29/20,Hybrid/Partial,8/24/20,"<a href=""https://www.hallco.org/web/"" target=""_blank"">🔗</a>"
3631920,Yonkers City School District,NY,"27,012",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.yonkerspublicschools.org/"" target=""_blank"">🔗</a>"
4502700,Lexington 01,SC,"26,737",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.lexdistrict1.com/stronger-together"" target=""_blank"">🔗</a>"
1804770,Indianapolis Public Schools,IN,"26,410",8/17/20,Remote learning only,8/17/20,"<a href=""https://myips.org/back-to-school/"" target=""_blank"">🔗</a>"
0803060,Colorado Springs School District NO. 11,CO,"26,395",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.d11.org/ReturnToLearn"" target=""_blank"">🔗</a>"
1731740,Plainfield Sd 202,IL,"26,388",8/31/20,Remote learning only,8/31/20,"<a href=""http://www.psd202.org/page/return2020"" target=""_blank"">🔗</a>"
1600360,Boise Independent District,ID,"26,027",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.boiseschools.org/"" target=""_blank"">🔗</a>"
5400600,Kanawha County Schools,WV,"25,764",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://kcs.kana.k12.wv.us/re-_entry_2020"" target=""_blank"">🔗</a>"
0601332,Twin Rivers Unified,CA,"25,694",8/18/20,Remote learning only,8/18/20,"<a href=""https://www.twinriversusd.org/News/Announcements/index.html"" target=""_blank"">🔗</a>"
2928860,Springfield R-XII,MO,"25,641",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.sps.org/site/default.aspx?PageType=14&DomainID=4&ModuleInstanceID=1305&PageID=1&ViewID=C83D46AC-74FE-4857-8C9A-5922A80225E2&IsMoreExpandedView=True&GroupByField=&GroupYear=0&GroupMonth=0&Tag="" target=""_blank"">🔗</a>"
2511130,Springfield,MA,"25,297",9/15/20,Remote learning only,9/15/20,"<a href=""https://www.springfieldpublicschools.com/"" target=""_blank"">🔗</a>"
2400210,Carroll County Public Schools,MD,"25,179",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.carrollk12.org/Superintendent/CommunityMediaRelations/Pages/CCPS-Reopening-and-Recovery-Plan.aspx"" target=""_blank"">🔗</a>"
4666270,Sioux Falls School District 49-5,SD,"25,018",8/27/20,Full in-person reopening available for all students,8/27/20,"<a href=""https://www.sf.k12.sd.us/"" target=""_blank"">🔗</a>"
5103240,Richmond City Pblc Schs,VA,"24,763",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.rvaschools.net/Page/1"" target=""_blank"">🔗</a>"
3501500,Las Cruces Public Schools,NM,"24,703",8/12/20,Remote learning only,8/12/20,"<a href=""http://www.lcps.net/"" target=""_blank"">🔗</a>"
4020250,Moore,OK,"24,638",8/17/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://www.mooreschools.com/domain/5312"" target=""_blank"">🔗</a>"
0402690,Dysart Unified District (4243),AZ,"24,383",9/2/20,Remote learning only,8/4/20,"<a href=""https://www.dysart.org/MainSite/"" target=""_blank"">🔗</a>"
4500720,Aiken 01,SC,"24,135",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.acpsd.net/"" target=""_blank"">🔗</a>"
4400900,Providence,RI,"23,955",9/15/20,Hybrid/Partial,9/14/20,"<a href=""https://reopenpvdschools.org/"" target=""_blank"">🔗</a>"
4814730,Comal ISD,TX,"23,935",8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.comalisd.org/"" target=""_blank"">🔗</a>"
2802190,Jackson Public School District,MS,"23,935",8/25/20,Remote learning only,8/17/20,"<a href=""https://www.jackson.k12.ms.us/"" target=""_blank"">🔗</a>"
0640150,Tustin Unified,CA,"23,768",8/13/20,Remote learning only,8/13/20,"<a href=""https://www.tustin.k12.ca.us/tusdnews"" target=""_blank"">🔗</a>"
4826790,Laredo Isd,TX,"23,645",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.laredoisd.org/"" target=""_blank"">🔗</a>"
0623610,Manteca Unified,CA,"23,617",8/6/20,Remote learning only,8/6/20,"<a href=""https://www.mantecausd.net/returntoschool"" target=""_blank"">🔗</a>"
5305910,Northshore School District,WA,"23,500",9/2/20,Remote learning only,9/2/20,"<a href=""https://www.nsd.org/"" target=""_blank"">🔗</a>"
5309270,Vancouver School District,WA,"23,408",9/4/20,Remote learning only,9/1/20,"<a href=""https://vansd.org/"" target=""_blank"">🔗</a>"
0639420,Torrance Unified,CA,"23,394",8/26/20,Remote learning only,8/26/20,"<a href=""https://www.tusd.org/"" target=""_blank"">🔗</a>"
0509000,Little Rock,AR,"23,368",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.lrsd.org/Page/5095"" target=""_blank"">🔗</a>"
0512660,Springdale School District,AR,"23,350",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://sites.google.com/sdale.org/springdaleschoolsreopening/home"" target=""_blank"">🔗</a>"
3904490,Toledo City,OH,"23,302",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.tps.org/back-to-school"" target=""_blank"">🔗</a>"
2007950,Kansas City,KS,"23,292",9/9/20,Remote learning only,9/8/20,"<a href=""https://kckps.org/the-kckps-board-of-education-votes-to-start-the-school-year-online/"" target=""_blank"">🔗</a>"
5306960,Puyallup School District,WA,"23,222",9/3/20,Remote learning only,9/3/20,"<a href=""https://www.puyallup.k12.wa.us/"" target=""_blank"">🔗</a>"
4900870,Salt Lake District,UT,"23,165",9/15/20,Remote learning only,9/14/20,"<a href=""https://www.slcschools.org/news/2020-21/board-of-education-approves-school-restart-plan/"" target=""_blank"">🔗</a>"
0608610,Chula Vista Elementary,CA,"23,080",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.cvesd.org/"" target=""_blank"">🔗</a>"
3700030,Alamance-Burlington Schools,NC,"23,076",8/18/20,Remote learning only,8/17/20,"<a href=""https://www.abss.k12.nc.us/Page/46565"" target=""_blank"">🔗</a>"
0100390,Birmingham City,AL,"23,041",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.bhamcityschools.org/"" target=""_blank"">🔗</a>"
4219170,Pittsburgh Sd,PA,"22,934",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.pghschools.org/ALLIN"" target=""_blank"">🔗</a>"
4829670,Mcallen Isd,TX,"22,875",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.mcallenisd.org/apps/pages/return-to-school-20-21"" target=""_blank"">🔗</a>"
2012000,Blue Valley,KS,"22,783",9/9/20,Hybrid/Partial,9/9/20,"<a href=""https://www.bluevalleyk12.org/"" target=""_blank"">🔗</a>"
3904480,South-Western City,OH,"22,780",8/27/20,Remote learning only,8/27/20,"<a href=""https://sites.google.com/swcsd.us/back-to-school2020/home"" target=""_blank"">🔗</a>"
0629550,Palm Springs Unified,CA,"22,691",8/5/20,Remote learning only,8/5/20,"<a href=""https://www.psusd.us/"" target=""_blank"">🔗</a>"
2400660,Washington County Public Schools,MD,"22,681",8/31/20,Remote learning only,8/31/20,"<a href=""http://wcpsmd.com/schools/return-learn-2020-2021"" target=""_blank"">🔗</a>"
0804410,Greeley School District NO. 6,CO,"22,612",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.greeleyschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=92&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=42442&PageID=1"" target=""_blank"">🔗</a>"
1803450,Evansville Vanderburgh School Corp,IN,"22,601",8/19/20,Hybrid/Partial,8/19/20,"<a href=""https://district.evscschools.com/news/what_s_new/e_v_s_c_delays_school_opening"" target=""_blank"">🔗</a>"
2200270,Bossier Parish,LA,"22,589",8/20/20,Hybrid/Partial,8/20/20,"<a href=""https://www.bossierschools.org/"" target=""_blank"">🔗</a>"
0642510,William S. Hart Union High,CA,"22,416",8/11/20,Remote learning only,8/11/20,"<a href=""https://www.hartdistrict.org/apps/news/article/1256818"" target=""_blank"">🔗</a>"
0803870,El Paso County Colorado School District 49,CO,"22,397",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.d49.org/Page/5447"" target=""_blank"">🔗</a>"
4501110,Beaufort 01,SC,"22,235",9/8/20,Remote learning only,9/8/20,"<a href=""http://www.beaufortschools.net/"" target=""_blank"">🔗</a>"
0804350,Mesa County Valley School District NO. 51,CO,"22,082",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://d51schools.org/resources/covid19"" target=""_blank"">🔗</a>"
5300390,Bellevue School District,WA,"21,609",9/3/20,Remote learning only,9/3/20,"<a href=""https://bsd405.org/planning-for-fall/"" target=""_blank"">🔗</a>"
2725200,Osseo Public School District,MN,"21,472",9/14/20,Remote learning only,9/14/20,"<a href=""https://www.district279.org/readytorestart"" target=""_blank"">🔗</a>"
5302400,Edmonds School District,WA,"21,302",9/9/20,Remote learning only,9/9/20,"<a href=""https://www.edmonds.wednet.edu/cms/One.aspx?portalId=306754&pageId=32604298"" target=""_blank"">🔗</a>"
5507320,Kenosha School District,WI,"21,233",9/15/20,Hybrid/Partial,9/15/20,"<a href=""https://www.kusd.edu/"" target=""_blank"">🔗</a>"
3904348,Akron City,OH,"21,223",9/9/20,Remote learning only,9/9/20,"<a href=""https://sites.google.com/apslearns.org/apsreopening/home"" target=""_blank"">🔗</a>"
0902790,New Haven School District,CT,"21,075",9/3/20,Remote learning only,9/3/20,"<a href=""https://www.nhps.net/domain/126"" target=""_blank"">🔗</a>"
3628590,Syracuse City School District,NY,"20,906",9/14/20,Remote learning only,9/14/20,"<a href=""http://www.syracusecityschools.com/coronavirus"" target=""_blank"">🔗</a>"
0613890,Folsom Cordova Unified,CA,"20,605",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.fcusd.org/fcusd"" target=""_blank"">🔗</a>"
0900450,Bridgeport School District,CT,"20,396",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.bridgeportedu.net/BPS"" target=""_blank"">🔗</a>"
4817700,Eagle Mt-Saginaw Isd,TX,"20,054",8/20/20,Remote learning only,8/20/20,"<a href=""https://www.emsisd.com/"" target=""_blank"">🔗</a>"
0629490,Pajaro Valley Unified,CA,"19,589",8/17/20,Remote learning only,8/17/20,"<a href=""https://pps-pajaro-ca.schoolloop.com/"" target=""_blank"">🔗</a>"
5303540,Highline School District,WA,"19,213",9/9/20,Remote learning only,9/9/20,"<a href=""https://www.highlineschools.org/"" target=""_blank"">🔗</a>"
2803830,Rankin Co School Dist,MS,"19,206",8/25/20,Hybrid/Partial,8/17/20,"<a href=""https://www.rcsd.ms/coronavirus-information/smart-restart-updates"" target=""_blank"">🔗</a>"
0102220,Madison County,AL,"19,093",8/19/20,Remote learning only,8/19/20,"<a href=""https://www.mcssk12.org/domain/6215"" target=""_blank"">🔗</a>"
4005490,Broken Arrow,OK,"19,070",9/3/20,Full in-person reopening available for all students,9/3/20,"<a href=""https://www.baschools.org/vnews/display.v/ART/5f217ea99cdee"" target=""_blank"">🔗</a>"
0901920,Hartford School District,CT,"19,051",9/9/20,Hybrid/Partial,9/9/20,"<a href=""https://www.hartfordschools.org/rtla-update/"" target=""_blank"">🔗</a>"
2733810,South Washington County School Dist,MN,"18,966",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.sowashco.org/"" target=""_blank"">🔗</a>"
0200510,Matanuska-Susitna Borough School District,AK,"18,828",8/19/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.matsuk12.us/"" target=""_blank"">🔗</a>"
0606390,Panama-Buena Vista Union,CA,"18,621",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.pbvusd.k12.ca.us/"" target=""_blank"">🔗</a>"
4101980,Bend-La Pine Administrative Sd 1,OR,"18,390",9/15/20,Remote learning only,9/14/20,"<a href=""https://www.bend.k12.or.us/district/news-events/news/2020/08/planning-fall"" target=""_blank"">🔗</a>"
4205310,Central Bucks Sd,PA,"18,224",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.cbsd.org/2020-21"" target=""_blank"">🔗</a>"
2602820,Ann Arbor Public Schools,MI,"18,054",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.a2schools.org/domain/4017"" target=""_blank"">🔗</a>"
2908370,FT. Zumwalt R-ii,MO,"18,049",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.fz.k12.mo.us/"" target=""_blank"">🔗</a>"
2731800,Rochester Public School District,MN,"18,015",9/2/20,Hybrid/Partial,9/2/20,"<a href=""https://www.rochesterschools.org/"" target=""_blank"">🔗</a>"
2923580,Parkway C-2,MO,"17,976",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.parkwayschools.net/site/Default.aspx?PageID=10305"" target=""_blank"">🔗</a>"
1730270,Community Unit School District  308,IL,"17,950",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.sd308.org/reopening"" target=""_blank"">🔗</a>"
4220040,Reading Sd,PA,"17,925",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.readingsd.org/reopening"" target=""_blank"">🔗</a>"
5512360,Racine Unified School District,WI,"17,862",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.rusd.org/coronavirus"" target=""_blank"">🔗</a>"
0609070,Coachella Valley Unified,CA,"17,787",8/14/20,Remote learning only,8/14/20,"<a href=""https://www.cvusd.us/"" target=""_blank"">🔗</a>"
5101830,Hanover Co Pblc Schs,VA,"17,726",9/8/20,Full in-person reopening available for all students,9/8/20,"<a href=""http://hcps.us/"" target=""_blank"">🔗</a>"
0626640,Napa Valley Unified,CA,"17,580",8/26/20,Remote learning only,8/20/20,"<a href=""https://www.nvusd.org/"" target=""_blank"">🔗</a>"
3500010,Rio Rancho Public Schools,NM,"17,535",8/7/20,Remote learning only,8/7/20,"<a href=""https://www.rrps.net/schoolreentryupdates"" target=""_blank"">🔗</a>"
0503060,Bentonville School District,AR,"17,225",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.bentonvillek12.org/domain/5126"" target=""_blank"">🔗</a>"
4202280,Allentown City Sd,PA,"16,946",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.allentownsd.org/"" target=""_blank"">🔗</a>"
0605580,Santa Maria-Bonita,CA,"16,940",8/14/20,Remote learning only,8/13/20,"<a href=""http://www.smbsd.org/"" target=""_blank"">🔗</a>"
1906540,Cedar Rapids Comm School District,IA,"16,717",9/21/20,Hybrid/Partial,9/21/20,"<a href=""https://www.thegazette.com/subject/news/education/cedar-rapids-schools-reopening-coronavirus-high-school-20200720"" target=""_blank"">🔗</a>"
0606810,Cajon Valley Union,CA,"16,666",9/15/20,Remote learning only,8/19/20,"<a href=""https://www.cajonvalley.net/"" target=""_blank"">🔗</a>"
4503902,Sumter 01,SC,"16,584",8/28/20,Remote learning only,8/28/20,"<a href=""http://sumterschools.net/"" target=""_blank"">🔗</a>"
0636840,Simi Valley Unified,CA,"16,451",8/18/20,Remote learning only,8/17/20,"<a href=""https://www.simivalleyusd.org/"" target=""_blank"">🔗</a>"
1727710,Naperville Cusd 203,IL,"16,435",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.naperville203.org/domain/1649"" target=""_blank"">🔗</a>"
5310110,Yakima School District,WA,"16,382",8/27/20,Remote learning only,8/26/20,"<a href=""https://www.ysd7.org/"" target=""_blank"">🔗</a>"
3904702,Dublin City,OH,"16,379",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.dublinschools.net/home"" target=""_blank"">🔗</a>"
3904701,Hilliard City,OH,"16,367",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.hilliardschools.org/20-21/"" target=""_blank"">🔗</a>"
2503090,Brockton,MA,"16,349",9/17/20,Remote learning only,9/16/20,"<a href=""https://www.bpsma.org/"" target=""_blank"">🔗</a>"
0629940,Pasadena Unified,CA,"16,340",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.pusd.us/"" target=""_blank"">🔗</a>"
4503330,Pickens 01,SC,"16,230",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""http://www.pickens.k12.sc.us/about_us/what_s_new/school_reopening_updates"" target=""_blank"">🔗</a>"
0805400,Thompson School District R-2j,CO,"16,181",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.thompsonschools.org/Page/22065"" target=""_blank"">🔗</a>"
4503900,York 04,SC,"16,081",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.fortmillschools.org/cms/One.aspx?portalId=56784&pageId=7838351"" target=""_blank"">🔗</a>"
1805670,M S D Lawrence Township,IN,"16,035",8/13/20,Hybrid/Partial,8/13/20,"<a href=""https://www.ltschools.org/re-entry"" target=""_blank"">🔗</a>"
0618060,Huntington Beach Union High,CA,"15,967",9/2/20,Remote learning only,9/2/20,"<a href=""https://www.hbuhsd.edu/"" target=""_blank"">🔗</a>"
5100120,Alexandria City Pblc Schs,VA,"15,966",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.acps.k12.va.us/domain/1509"" target=""_blank"">🔗</a>"
2400150,Calvert County Public Schools,MD,"15,936",9/2/20,Remote learning only,9/2/20,"<a href=""https://www.calvertnet.k12.md.us/"" target=""_blank"">🔗</a>"
2616440,Grand Rapids Public Schools,MI,"15,803",8/25/20,Remote learning only,8/25/20,"<a href=""https://www.grps.org/all-grps-news-events/1038-return-to-learn-plan"" target=""_blank"">🔗</a>"
1602340,Nampa School District,ID,"15,791",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.nsd131.org/apps/pages/index.jsp?uREC_ID=1689124&type=d&pREC_ID=1966306"" target=""_blank"">🔗</a>"
2507110,Lynn,MA,"15,751",9/17/20,Remote learning only,9/16/20,"<a href=""http://www.lynnschools.org/"" target=""_blank"">🔗</a>"
1908580,Davenport Comm School District,IA,"15,519",9/9/20,Hybrid/Partial,8/24/20,"<a href=""http://www.davenportschools.org/2020/07/24/return-to-learn-plan/"" target=""_blank"">🔗</a>"
3416230,Toms River Regional School District,NJ,"15,472",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.trschools.com/"" target=""_blank"">🔗</a>"
1001300,Red Clay Consolidated School District,DE,"15,414",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.redclayschools.com/Domain/4"" target=""_blank"">🔗</a>"
2916400,Kansas City 33,MO,"15,345",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.kcpublicschools.org/reopening-kcps"" target=""_blank"">🔗</a>"
2400240,Cecil County Public Schools,MD,"15,307",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.ccps.org/"" target=""_blank"">🔗</a>"
3904504,Westerville City,OH,"15,296",8/20/20,Remote learning only,8/20/20,"<a href=""http://www.westerville.k12.oh.us/"" target=""_blank"">🔗</a>"
